batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_main_loss,val_main_loss
,,,,,,0,49,10.84246826171875,
0.5639998316764832,108.24529266357422,4.461093902587891,22.795082092285156,0.19570422172546387,1.7730501890182495,0,99,6.325078010559082,
0.2720170021057129,27.37386703491211,0.44554686546325684,2.2721054553985596,0.19609427452087402,3.6762406826019287,0,149,4.3408074378967285,
,,,,,,1,199,3.284876585006714,
0.33275726437568665,77.3846664428711,1.2057719230651855,9.348870277404785,0.12897515296936035,3.0051937103271484,1,249,2.6561625003814697,
0.1909221112728119,14.92243766784668,0.2929668426513672,2.419872760772705,0.12106704711914062,5.237738132476807,1,299,1.9768496751785278,
0.1993580311536789,14.184849739074707,0.3125028610229492,2.5794601440429688,0.12115049362182617,5.016100883483887,1,349,2.1465439796447754,
,,,,,,2,399,1.6295881271362305,
0.3464513421058655,43.75110626220703,0.8369145393371582,6.2173638343811035,0.13460922241210938,2.8864080905914307,2,449,1.6071979999542236,
0.3223792612552643,57.68876647949219,0.9150021076202393,4.820650577545166,0.18980884552001953,3.1019365787506104,2,499,1.3688685894012451,
,,,,,,3,549,1.2627983093261719,
0.3393458127975464,40.14173126220703,0.6682107448577881,3.776508331298828,0.17693877220153809,2.9468464851379395,3,599,1.09889554977417,
0.32174918055534363,51.48587417602539,0.8352007865905762,5.1817121505737305,0.16118240356445312,3.10801100730896,3,649,1.628798246383667,
0.20994853973388672,12.971814155578613,0.3215932846069336,2.3997225761413574,0.13401269912719727,4.7630720138549805,3,699,1.3891234397888184,
,,,,,,4,749,1.3564542531967163,
0.4560169577598572,59.75242233276367,1.3295643329620361,11.195355415344238,0.11876034736633301,2.1929008960723877,4,799,0.8341957926750183,
0.2852365970611572,39.72929000854492,0.6997172832489014,3.6517903804779053,0.19160938262939453,3.505861282348633,4,849,0.9911986589431763,
0.40264618396759033,51.40229415893555,1.103484869003296,8.473341941833496,0.13023018836975098,2.483570098876953,4,899,1.0992223024368286,
,,,,,,5,949,1.0425453186035156,
0.3272598385810852,55.580928802490234,1.2150640487670898,10.119752883911133,0.12006855010986328,3.055675745010376,5,999,1.2677695751190186,
0.22257190942764282,11.283559799194336,0.30710625648498535,1.6765023469924927,0.1831827163696289,4.492929935455322,5,1049,0.9532095193862915,
,,,,,,6,1099,1.3053216934204102,
0.4456466734409332,55.145172119140625,1.097179889678955,6.565053939819336,0.16712427139282227,2.2439301013946533,6,1149,0.9930427074432373,
0.5580440163612366,35.457366943359375,1.072270393371582,4.992349624633789,0.21478271484375,1.791973352432251,6,1199,0.783846378326416,
0.4869941473007202,50.4152717590332,0.997565507888794,5.243171691894531,0.1902599334716797,2.053412675857544,6,1249,1.1211893558502197,
,,,,,,7,1299,1.0497636795043945,
0.2368822693824768,27.229846954345703,0.5635018348693848,4.607010841369629,0.1223139762878418,4.221506595611572,7,1349,0.8876684308052063,
0.22399769723415375,19.443334579467773,0.38225769996643066,2.7894723415374756,0.13703584671020508,4.46433162689209,7,1399,0.915257453918457,
0.1951877325773239,21.731887817382812,0.2925736904144287,2.4625799655914307,0.11880779266357422,5.123272895812988,7,1449,1.169494867324829,
,,,,,,8,1499,0.8671098947525024,
0.44749727845191956,75.09033203125,2.265346050262451,15.691579818725586,0.14436697959899902,2.2346503734588623,8,1549,1.0934773683547974,
0.28031957149505615,41.84228515625,0.6966350078582764,3.7644460201263428,0.18505644798278809,3.567357063293457,8,1599,0.7354061603546143,
,,,,,,9,1649,1.0186132192611694,
0.3670717477798462,64.50574493408203,1.0857350826263428,8.942758560180664,0.12140941619873047,2.7242629528045654,9,1699,1.21979558467865,
0.3052252233028412,32.78594970703125,0.551098108291626,2.785393714904785,0.19785284996032715,3.2762691974639893,9,1749,0.8169692754745483,
0.21212854981422424,22.90143394470215,0.3493626117706299,2.8090133666992188,0.12437200546264648,4.714122772216797,9,1799,1.2009340524673462,
,,,,,,10,1849,0.9684516787528992,
0.396985799074173,59.653282165527344,1.1191189289093018,5.689082145690918,0.19671344757080078,2.518981695175171,10,1899,0.9476252794265747,
0.2302926629781723,32.65372848510742,0.36881065368652344,3.142133951187134,0.11737585067749023,4.342300891876221,10,1949,1.074532389640808,
0.21732197701931,30.412147521972656,0.43697071075439453,3.4561080932617188,0.126434326171875,4.601467609405518,10,1999,1.3523178100585938,
,,,,,,10,1999,,0.8018373847007751
